Address,Lat,Long,Type,Bed,Bath,Parking,Bond,Price
"1/164 Nicholson Street, Brunswick East VIC 3057",-37.7645044,144.9801984,Townhouse,2,2,1,3563.0,820.0
"8/3 Holmes Street, Brunswick East VIC 3057",-37.75818,144.9746145,Apartment/Unit/Flat,1,1,0,1564.0,360.0
"4/71-75 Bell Street, Coburg VIC 3058",-37.7400162,144.9534936,Townhouse,2,1,1,2260.0,520.0
"2/167 Munro Street, Coburg VIC 3058",-37.74363,144.9528468,Apartment/Unit/Flat,4,3,4,4325.0,1000.0
"1/3 South Daly Street, Brunswick West VIC 3055",-37.7708048,144.9436308,Apartment/Unit/Flat,2,1,1,2216.0,510.0
"13/3 Holmes Street, Brunswick East VIC 3057",-37.75822160547039,144.97460733249287,Apartment/Unit/Flat,1,1,0,1521.0,350.0
"1/142 Melville Road, Brunswick West VIC 3055",-37.76719165593019,144.94325454701206,Apartment/Unit/Flat,0,1,0,2303.0,530.0
"3/27 Rose Street, Coburg VIC 3058",-37.74070761621488,144.9476232104558,Townhouse,2,1,1,2173.0,500.0
"3/761 Sydney Road, Coburg VIC 3058",-37.743404760501626,144.96623187663656,House,2,1,1,2256.0,520.0
"1/168 Dawson Street, Brunswick West VIC 3055",-37.77007602780257,144.94922338145867,House,3,2,4,5214.0,1.0
"17/3 Holmes Street, Brunswick East VIC 3057",-37.75822160547039,144.97460733249287,Apartment/Unit/Flat,1,1,0,1521.0,350.0
"22/3 Holmes Street, Brunswick East VIC 3057",-37.75822160547039,144.97460733249287,Apartment/Unit/Flat,1,1,0,1521.0,350.0
"460 Albion Street, Brunswick West VIC 3055",-37.75927687999182,144.95006805610535,Townhouse,3,2,2,5200.0,1.0
"3 Holmes Street, Brunswick East VIC 3057",-37.75822160547039,144.97460733249287,Apartment/Unit/Flat,1,1,0,1564.0,360.0
"713/11 Urquhart St, Coburg VIC 3058",-37.740554137751325,144.97015582765974,Apartment/Unit/Flat,2,2,1,2694.0,620.0
"4 Danthonia Street, Coburg North VIC 3058",-37.7293387,144.9801505,Townhouse,3,2,2,3259.0,750.0
"408/20 Wardens Walk, Coburg VIC 3058",-37.73963306959288,144.96881983008004,Apartment/Unit/Flat,1,1,1,2259.0,520.0
"207/20 Wardens Walk, Coburg VIC 3058",-37.73963306959288,144.96881983008004,Apartment/Unit/Flat,2,2,1,2824.0,650.0
"45A Rodney Avenue, Coburg North VIC 3058",-37.7194183,144.9541287,Townhouse,4,3,2,5850.0,975.0
"9/556 Moreland Rd, Brunswick West VIC 3055",-37.7519540441558,144.93428825515304,Apartment/Unit/Flat,1,1,1,1716.0,395.0
"711/16 Pentridge Blvd, Coburg VIC 3058",-37.73948638874863,144.97117220960558,Apartment/Unit/Flat,2,2,1,2824.0,650.0
"111/92-96 Albert Street, Brunswick East VIC 3057",-37.76937871134083,144.96674253807222,Apartment/Unit/Flat,1,1,1,2172.0,500.0
"704/20 Wardens Walk, Coburg VIC 3058",-37.73963306959288,144.96881983008004,Apartment/Unit/Flat,2,2,1,2824.0,650.0
"202/16 Pentridge Blvd, Coburg VIC 3058",-37.73948638874863,144.97117220960558,Apartment/Unit/Flat,2,1,1,2737.0,630.0
"G02/27A Peacock Street, Brunswick West VIC 3055",-37.75638626849605,144.94013197240176,Apartment/Unit/Flat,1,1,1,2085.0,480.0
"G08/27A Peacock Street, Brunswick West VIC 3055",-37.75638626849605,144.94013197240176,Apartment/Unit/Flat,1,1,1,2129.0,490.0
"171 Elizabeth St, Coburg North VIC 3058",-37.73574343259532,144.98295040827858,Townhouse,2,2,1,2303.0,530.0
"243/22 Barkly St, Brunswick East VIC 3057",-37.77703665798157,144.9691005440869,Apartment/Unit/Flat,2,1,1,3259.0,750.0
"107/56 Stockade Avenue, Coburg VIC 3058",-37.738888051073076,144.96940275205705,Apartment/Unit/Flat,1,1,1,2172.0,500.0
"63 Munro Street, Coburg VIC 3058",-37.7445678,144.9605594,House,3,1,2,,650.0
"408/67 Galada Avenue, Parkville VIC 3052",-37.780228202899444,144.9399322930036,Apartment/Unit/Flat,2,1,1,,600.0
"2/42 Manningham Street, Parkville VIC 3052",-37.78543054069515,144.9417690825382,Townhouse,3,2,2,4500.0,900.0
"3/251 Edward Street, Brunswick East VIC 3057",-37.7747484798517,144.96935713220844,House,2,1,1,,720.0
"110/19 Pentridge Boulevard, Coburg VIC 3058",-37.73948638874863,144.97117220960558,Apartment/Unit/Flat,1,1,1,,380.0
"5/14 Irvine Crescent, Brunswick West VIC 3055",-37.75471233469943,144.9477397776997,Townhouse,3,3,1,3910.0,900.0
"603/304-310 Lygon Street, Brunswick East VIC 3057",-37.77827595,144.97062115,Apartment/Unit/Flat,2,1,1,2607.0,600.0
"510/5 Olive York Way, Brunswick West VIC 3055",-37.7588787564431,144.93935610249812,Apartment/Unit/Flat,2,1,1,2389.0,550.0
"11/90 Nicholson Street, Brunswick East VIC 3057",-37.76453816032558,144.9802464252519,Apartment/Unit/Flat,2,1,1,2694.0,620.0
"1b1b/91 Galada Avenue, Parkville VIC 3052",-37.77873305,144.93918646501982,Apartment/Unit/Flat,1,1,1,2600.0,600.0
"20-22 Delta Avenue, Coburg North VIC 3058",-37.7213721,144.9585038,House,1,1,0,956.0,220.0
"22 Gear street, Brunswick East VIC 3057",-37.7762485,144.9774382,Townhouse,2,2,1,3120.0,720.0
"1B1B/240-250 Lygon Street, Brunswick East VIC 3057",-37.77827595,144.97062115,Apartment/Unit/Flat,1,1,0,1912.0,440.0
"B43/415 Brunswick Road, Brunswick West VIC 3055",-37.77574635386802,144.94931149923798,Apartment/Unit/Flat,0,1,0,1565.0,360.0
"8 Lygon Street, Brunswick East VIC 3057",-37.77827595,144.97062115,Apartment/Unit/Flat,2,2,1,2820.0,650.0
"122/200 Smithfield Road, Flemington VIC 3031",-37.794522106223496,144.91400991012304,Apartment/Unit/Flat,3,1,1,2520.0,580.0
"1419/1 Ascot Vale Road, Flemington VIC 3031",-37.78668446039861,144.9215297426724,House,2,1,1,2824.0,650.0
"205B/72 Ascot Vale Road, Flemington VIC 3031",-37.7841316,144.9230627,Apartment/Unit/Flat,1,1,0,1955.0,450.0
"1212/1 Ascot Vale Road, Flemington VIC 3031",-37.78668446039861,144.9215297426724,Apartment/Unit/Flat,2,2,1,2825.0,650.0
"215/8 North Street, Ascot Vale VIC 3032",-37.776153505457486,144.92599526644076,Apartment/Unit/Flat,2,2,1,2651.0,610.0
"84 Barnett Street, Kensington VIC 3031",-37.79380655,144.93175250175904,House,2,1,0,2607.0,600.0
"208/62-64 Wests Road, Maribyrnong VIC 3032",-37.771729179990984,144.8817612880285,Apartment/Unit/Flat,1,1,1,2064.0,475.0
"701/2 Wests Road, Maribyrnong VIC 3032",-37.771729179990984,144.8817612880285,Apartment/Unit/Flat,1,1,1,2086.0,480.0
"19/14 Horizon Drive, Maribyrnong VIC 3032",-37.774625114160166,144.89357561841152,Townhouse,3,2,2,3129.0,720.0
"11/80 O'Shanassy Street, North Melbourne VIC 3051",-37.80002611248944,144.94725675431897,Apartment/Unit/Flat,2,1,0,2086.0,480.0
"10/23 Maribyrnong Road, Ascot Vale VIC 3032",-37.77196867318359,144.91833664646313,Apartment/Unit/Flat,1,1,1,1695.0,390.0
"401/188 Peel St, North Melbourne VIC 3051",-37.80324645,144.95677470551752,Studio,0,1,0,1695.0,390.0
"1/12 Lawson Street, Moonee Ponds VIC 3039",-37.761536266765134,144.93166396670028,Apartment/Unit/Flat,2,1,1,1999.0,460.0
"1/23 Chapman Street, North Melbourne VIC 3051",-37.79628613122188,144.94835637071623,Apartment/Unit/Flat,2,1,0,2585.0,595.0
"310/9 High St, North Melbourne VIC 3051",-37.799628677932255,144.95401569425013,House,1,1,0,1608.0,370.0
"32 Langs Road, Ascot Vale VIC 3032",-37.7817917,144.90902081872062,House,3,2,1,3020.0,695.0
"411/83 Flemington Road Road, North Melbourne VIC 3051",-37.7919779560112,144.94515072124267,Apartment/Unit/Flat,2,1,1,2890.0,665.0
"707/93 Flemington Road, North Melbourne VIC 3051",-37.7919779560112,144.94515072124267,Apartment/Unit/Flat,1,1,1,2716.0,625.0
"8/704 Victoria Street, North Melbourne VIC 3051",-37.804775747678235,144.9463641279831,Apartment/Unit/Flat,1,1,0,1846.0,425.0
"4/106 Ascot Vale Road, Flemington VIC 3031",-37.7865929,144.9215499,Apartment/Unit/Flat,1,1,1,1825.0,420.0
"3/235 Ascot Vale Road, Ascot Vale VIC 3032",-37.783318,144.9221123,Townhouse,3,2,2,3672.0,845.0
"510/81-85 Flemington Road, North Melbourne VIC 3051",-37.798347274324485,144.95313522039947,Apartment/Unit/Flat,2,1,1,2955.0,680.0
"7/8 Middle Road, Maribyrnong VIC 3032",-37.767764,144.8904376,Apartment/Unit/Flat,2,1,1,2064.0,475.0
"244/71-89 Hobsons Road, Kensington VIC 3031",-37.7972417,144.918977,Apartment/Unit/Flat,1,1,1,2129.0,490.0
"163 Abbotsford Street, North Melbourne VIC 3051",-37.803556099999994,144.94508135,House,3,2,1,7500.0,1700.0
"16 Valnere Street, Maribyrnong VIC 3032",-37.7844865,144.884715047525,House,3,1,1,2694.0,620.0
"UNIT 4/34 Middle Road, Maribyrnong VIC 3032",-37.7677032,144.8914078,Townhouse,3,2,2,,690.0
"51 Victoria Street, Flemington VIC 3031",-37.7869881,144.9340125,House,3,1,1,3389.0,780.0
"14/2 Newmarket Way, Flemington VIC 3031",-37.7859271,144.9278608,Apartment/Unit/Flat,2,1,1,2946.0,680.0
"708/6-8 High Street, North Melbourne VIC 3051",-37.799628677932255,144.95401569425013,Studio,1,1,0,1565.0,360.0
"225/68 Mt Alexander Road, Travancore VIC 3032",-37.77928400304032,144.93100478130205,Apartment/Unit/Flat,2,2,1,2738.0,630.0
"89/171 Flemington Road, North Melbourne VIC 3051",-37.800301386141264,144.9557537582078,Apartment/Unit/Flat,1,1,1,1651.0,380.0
"121 Princes Street, Flemington VIC 3031",-37.7846257,144.9347186,House,2,1,0,2694.0,620.0
"122 Curzon Street, North Melbourne VIC 3051",-37.801075100000006,144.9487188,Townhouse,3,3,2,4780.0,1.0
"7/93 St Leonards Road, Ascot Vale VIC 3032",-37.77417647050533,144.91849900942293,Apartment/Unit/Flat,1,1,1,1999.0,460.0
"7 The Ridgeway, Kensington VIC 3031",-37.79405275,144.92659146722312,House,2,1,1,2737.0,630.0
"707/7 Aspen Street, Moonee Ponds VIC 3039",-37.76589764119241,144.92379580934642,Apartment/Unit/Flat,2,2,1,3368.0,775.0
"910/72 Wests Rd, Maribyrnong VIC 3032",-37.771729179990984,144.8817612880285,Apartment/Unit/Flat,2,2,1,2825.0,650.0
"57 Kensington Road, Kensington VIC 3031",-37.79561255,144.92549367642613,House,3,2,1,3520.0,810.0
"64 Kensington Road, Kensington VIC 3031",-37.7952745,144.92519678041901,House,2,1,0,3020.0,695.0
"12 Wild Cherry Street, Maribyrnong VIC 3032",-37.7718897,144.8781726,House,3,2,2,,720.0
"F203/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,2,2,0,1000.0,822.0
"E205/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,1,1,0,1000.0,710.0
"18 Bradfield Lane, Kensington VIC 3031",-37.788764400000005,144.92537855199942,Townhouse,1,1,0,2260.0,520.0
"520/55 Villiers Street, North Melbourne VIC 3051",-37.7997355,144.9526937,Apartment/Unit/Flat,1,1,0,1695.0,390.0
"101/455 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,Apartment/Unit/Flat,2,2,1,3042.0,700.0
"401/64 Macaulay Road, North Melbourne VIC 3051",-37.797861011562105,144.94148179417212,Apartment/Unit/Flat,2,1,1,2390.0,550.0
"15/60 O'shanassy St, North Melbourne VIC 3051",-37.80002611248944,144.94725675431897,Apartment/Unit/Flat,1,1,0,1868.0,430.0
"508/70 Speakmen Street, Kensington VIC 3031",-37.7943391,144.9169988,Apartment/Unit/Flat,2,2,1,2607.0,600.0
"14/198 Peel Street, North Melbourne VIC 3051",-37.8049497,144.9562565,Apartment/Unit/Flat,2,1,1,2477.0,
"101/62 Peel Street, North Melbourne VIC 3051",-37.8049497,144.9562565,Townhouse,3,3,1,6500.0,1250.0
"E106/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,1,1,0,1000.0,640.0
"208/64 Macaulay Road, North Melbourne VIC 3051",-37.797861011562105,144.94148179417212,Apartment/Unit/Flat,2,1,1,2564.0,590.0
"1/137 Princes Street, Flemington VIC 3031",-37.7875984,144.9327813,Apartment/Unit/Flat,1,1,0,1782.0,410.0
"11/108-110 Capel Street, North Melbourne VIC 3051",-37.8045856,144.9554473,Studio,1,1,0,1955.0,450.0
"11/42 Brougham Street, North Melbourne VIC 3051",-37.7935963,144.9436321,Apartment/Unit/Flat,2,1,1,2390.0,550.0
"379 Racecourse Road, Kensington VIC 3031",-37.788174,144.927882296704,Townhouse,1,1,1,2260.0,520.0
"902/33-35 Hall Street, Moonee Ponds VIC 3039",-37.7659099,144.9208402,Apartment/Unit/Flat,3,2,1,3259.0,750.0
"641 Queensberry Street, North Melbourne VIC 3051",-37.8028649,144.9461152,Townhouse,2,1,0,2911.0,670.0
"401/68 Wests Road, Maribyrnong VIC 3032",-37.7714838,144.881804,Apartment/Unit/Flat,2,2,1,2520.0,580.0
"106 Edgewater Boulevard, Maribyrnong VIC 3032",-37.78547305,144.89564178074244,Townhouse,3,2,2,3129.0,720.0
"8/157 Epsom Road, Ascot Vale VIC 3032",-37.7745349,144.9089765,Apartment/Unit/Flat,2,1,2,2260.0,520.0
"224 Ascot Vale Rd, Ascot Vale VIC 3032",-37.7762313,144.9235278,House,3,2,4,4346.0,1.0
"50 Collett Street, Kensington VIC 3031",-37.790890149999996,144.93310054348186,House,3,1,0,3259.0,750.0
"411/86 Macaulay Road, North Melbourne VIC 3051",-37.797861011562105,144.94148179417212,Apartment/Unit/Flat,2,1,1,2608.0,600.0
"10 Mantell Street, Moonee Ponds VIC 3039",-37.7650917,144.9156737,House,4,4,1,7821.0,1.0
"21 Hunt Cres, Ascot Vale VIC 3032",-37.7715691,144.9023002,House,5,2,2,5500.0,1.0
"84 Canterbury Street, Flemington VIC 3031",-37.7813196,144.9237746,House,3,2,1,3693.0,850.0
"FG04/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,1,1,0,1000.0,548.0
"4/39 Dover Street, Flemington VIC 3031",-37.7829416,144.9241179,Apartment/Unit/Flat,2,1,1,2585.0,595.0
"209/30 La Scala Avenue, Maribyrnong VIC 3032",-37.7822555,144.8925132,Apartment/Unit/Flat,2,1,1,1955.0,450.0
"11/48 Farnham Street, Flemington VIC 3031",-37.7822674,144.9297926,Apartment/Unit/Flat,1,1,1,1955.0,450.0
"393 Racecourse Road, Kensington VIC 3031",-37.7881105,144.9272545963329,Townhouse,2,1,1,1738.0,400.0
"204/21 Lethbridge Street, Moonee Ponds VIC 3039",-37.75875585797433,144.92531472474664,Apartment/Unit/Flat,2,2,1,2491.0,575.0
"313/7 Thomas Holmes Street, Maribyrnong VIC 3032",-37.7839702105686,144.89244059818955,Apartment/Unit/Flat,2,1,1,2120.0,530.0
"407/108 Haines Street, North Melbourne VIC 3051",-37.7984658,144.9436576,Apartment/Unit/Flat,2,1,1,2694.0,620.0
"9/39 Dover Street, Flemington VIC 3031",-37.78302439257551,144.92495390670715,Apartment/Unit/Flat,2,1,1,1955.0,450.0
"324 Ascot Vale Rd, Moonee Ponds VIC 3039",-37.7700207,144.9245768,House,2,1,1,2824.0,650.0
"1/97-99 Raleigh Road, Maribyrnong VIC 3032",-37.76902272405928,144.89256920053887,Apartment/Unit/Flat,1,1,1,1738.0,400.0
"71A The Parade, Ascot Vale VIC 3032",-37.772770550000004,144.91289172842878,Townhouse,2,1,1,2607.0,600.0
"2/4 Holberg Street, Moonee Ponds VIC 3039",-37.77090304498272,144.93221823674605,Townhouse,2,2,1,2737.0,630.0
"27 The Ridgeway, Kensington VIC 3031",-37.7945108,144.92578015273358,House,2,1,0,3042.0,700.0
"B608/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,2,2,1,1000.0,1090.0
"114/55 Villiers Street Street, North Melbourne VIC 3051",-37.7996223244651,144.9528361183579,Apartment/Unit/Flat,1,1,0,1738.0,400.0
"104 Melrose Street, North Melbourne VIC 3051",-37.79159785,144.9426774402487,House,2,2,0,4128.0,950.0
"G1/44 Skyline Drive, Maribyrnong VIC 3032",-37.7851801,144.8942421,Apartment/Unit/Flat,1,1,1,1868.0,430.0
"406/93 Flemington Road, North Melbourne VIC 3051",-37.7919779560112,144.94515072124267,Apartment/Unit/Flat,1,1,0,2173.0,500.0
"914/72 Wests Road, Maribyrnong VIC 3032",-37.771729179990984,144.8817612880285,Apartment/Unit/Flat,1,1,1,2021.0,465.0
"A306/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,2,2,0,1000.0,933.0
"17 Field St, Moonee Ponds VIC 3039",-37.7595692,144.9169084,House,3,1,0,2825.0,650.0
"33 Mctaggart Street, Kensington VIC 3031",-37.7923181,144.9218997,House,1,1,1,1955.0,450.0
"2507/18 Mount Alexander Road, Travancore VIC 3032",-37.77928400304032,144.93100478130205,Apartment/Unit/Flat,2,1,1,2607.0,600.0
"E702/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,1,1,0,1000.0,589.0
"37 Norwood Crescent, Moonee Ponds VIC 3039",-37.7642476,144.9181329,House,4,1,3,4128.0,950.0
"55 Princes Street, Flemington VIC 3031",-37.7863809,144.933459,House,2,1,1,2933.0,675.0
"5/65 O'Shanassy St, North Melbourne VIC 3051",-37.80002611248944,144.94725675431897,Apartment/Unit/Flat,2,1,1,3198.0,736.0
"4/11 Grandview Avenue, Maribyrnong VIC 3032",-37.77238398397973,144.89297244204076,Townhouse,2,1,1,2390.0,550.0
"1/28 Middle Road, Maribyrnong VIC 3032",-37.767764,144.8904376,Villa,2,1,1,2238.0,515.0
"9 Melrose Street, Moonee Ponds VIC 3039",-37.7687862,144.9066042,Townhouse,3,2,1,3650.0,840.0
"E304/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,1,1,0,1000.0,594.0
"14B Lawson Street, Moonee Ponds VIC 3039",-37.7592757,144.93223,Townhouse,3,2,1,3129.0,720
"102/30 Rankins Road, Kensington VIC 3031",-37.7921858507841,144.93137995377742,Apartment/Unit/Flat,2,1,1,2607.0,600
"16 Clyde street, Maribyrnong VIC 3032",-37.7683895,144.8994834,House,3,1,2,2824.0,650
"310/80 Speakmen Street, Kensington VIC 3031",-37.79361385,144.91630127855254,Apartment/Unit/Flat,1,1,1,1955.0,450
"319/9 High Street, North Melbourne VIC 3051",-37.799628677932255,144.95401569425013,Apartment/Unit/Flat,0,1,0,1564.0,360
"3/57 Eglinton Street, Moonee Ponds VIC 3039",-37.7686063,144.913535,Apartment/Unit/Flat,2,1,1,2390.0,550
"158 Stockmans Way, Kensington VIC 3031",-37.7927941,144.9180933,Townhouse,3,2,2,3693.0,850
"1/103 Raleigh Road, Maribyrnong VIC 3032",-37.76902272405928,144.89256920053887,Apartment/Unit/Flat,2,1,2,2173.0,500
"109 Shields Street, Flemington VIC 3031",-37.78382,144.9343012,House,2,1,0,2825.0,650
"302/8-10 Vale Street, North Melbourne VIC 3051",-37.79987482040482,144.95359429358206,Studio,1,1,0,1434.0,330
"42 Village Way, Maribyrnong VIC 3032",-37.7715387,144.8809004,Townhouse,3,2,2,3042.0,700
"106/533-535 Mt Alexander Road, Moonee Ponds VIC 3039",-37.7701081,144.9257355,Apartment/Unit/Flat,2,1,1,2173.0,500
"6/182 Mt Alexander Rd, Travancore VIC 3032",-37.77928400304032,144.93100478130205,Apartment/Unit/Flat,1,1,1,1738.0,400
"706/55 Villiers Street, North Melbourne VIC 3051",-37.7996223244651,144.9528361183579,Apartment/Unit/Flat,1,1,0,1760.0,405
"8 Bignell Street, Flemington VIC 3031",-37.7833061,144.9333342,House,3,2,0,3911.0,900
"15 Athol St, Moonee Ponds VIC 3039",-37.770298600000004,144.91855488827062,House,3,1,1,3389.0,780
"132A Kensington Road, Kensington VIC 3031",-37.79768015,144.9211093320974,Townhouse,4,2,1,3867.0,890
"34 Owen Street, Maribyrnong VIC 3032",-37.7875495,144.8940182,House,4,2,2,5750.0,1
"7/19 Belvedere Close, Maribyrnong VIC 3032",-37.77376342055727,144.89443289310142,Apartment/Unit/Flat,2,1,1,2173.0,500
"4/53 Buckley Street, Moonee Ponds VIC 3039",-37.757116009068845,144.91716034810327,Apartment/Unit/Flat,2,1,1,1869.0,430
"11/78 Argyle Street, Moonee Ponds VIC 3039",-37.767990469586806,144.90711543472887,Apartment/Unit/Flat,2,1,1,1825.0,420
"1/316 Gordon Street, Maribyrnong VIC 3032",-37.7789766367922,144.89060448765434,Townhouse,3,3,1,3259.0,750
"2/41 Fisher Parade, Ascot Vale VIC 3032",-37.786861281143565,144.9050568274583,Townhouse,2,2,2,3259.0,750
"1/41 Fisher Parade, Ascot Vale VIC 3032",-37.786861281143565,144.9050568274583,Townhouse,3,2,2,3911.0,900
"105/188 Macaulay Rd, North Melbourne VIC 3051",-37.797861011562105,144.94148179417212,Apartment/Unit/Flat,3,2,2,5000.0,1
"3 Aspect Avenue, Ascot Vale VIC 3032",-37.776291,144.9052057,Townhouse,4,3,2,4128.0,950
"1/230 Dryburgh Street, North Melbourne VIC 3051",-37.79654209387775,144.9447191596577,Apartment/Unit/Flat,2,1,0,2607.0,600
"3/2 Hortense Street, Maribyrnong VIC 3032",-37.768647878242874,144.89423197047992,Apartment/Unit/Flat,1,1,1,1955.0,450
"A203/348 Macaulay Road, Kensington VIC 3031",-37.794758494595456,144.93313114492014,New Apartments/Off the Plan,2,2,0,1000.0,824
"1 Smith Street, Moonee Ponds VIC 3039",-37.7628889,144.9186862,House,2,1,0,2216.0,510
"12 Walker Street, Moonee Ponds VIC 3039",-37.7658577,144.9265148,House,4,2,3,4997.0,1
"17A St Leonards Road, Ascot Vale VIC 3032",-37.7744318,144.9194778,House,3,1,2,3693.0,850
"140/23 Blackwood Street, North Melbourne VIC 3051",-37.801358971578814,144.95510015665894,Apartment/Unit/Flat,1,1,0,2477.0,570
"1/2 Hortense Street, Maribyrnong VIC 3032",-37.768647878242874,144.89423197047992,Apartment/Unit/Flat,1,1,1,1868.0,430
"12/88 Newmarket Street, Flemington VIC 3031",-37.784819108717144,144.92637773599782,Apartment/Unit/Flat,2,1,2,2390.0,550
"308/60C Speakmen Street, Kensington VIC 3031",-37.79433859998054,144.9169949147913,Apartment/Unit/Flat,2,1,1,2238.0,515
"406/333 Ascot Vale Road, Moonee Ponds VIC 3039",-37.7683812,144.9244462,Apartment/Unit/Flat,3,2,1,3206.0,740
"110/3-11 High Street, North Melbourne VIC 3051",-37.79960405,144.95385223603466,Apartment/Unit/Flat,1,1,0,1629.0,375
"4/1 Ardmillan Road, Moonee Ponds VIC 3039",-37.76303695039904,144.91204503468884,Townhouse,4,3,2,3911.0,900
"151 Eglinton Street, Moonee Ponds VIC 3039",-37.768157,144.9079069,House,4,2,2,3476.0,800
"38 Wild Cherry Street, Maribyrnong VIC 3032",-37.772047,144.879498,Townhouse,3,2,4,2955.0,680
"9/209 Maribyrnong Road, Ascot Vale VIC 3032",-37.77196867318359,144.91833664646313,Apartment/Unit/Flat,2,1,1,2173.0,500
"91 Maribyrnong Road, Ascot Vale VIC 3032",-37.7719764,144.9168737,House,3,1,0,3215.0,740
"206/80 Speakmen Street, Kensington VIC 3031",-37.79433859998054,144.9169949147913,Apartment/Unit/Flat,1,1,1,1955.0,450
"301/9-13 O'connell Street, North Melbourne VIC 3051",-37.8055754,144.9579962,Apartment/Unit/Flat,2,1,1,2738.0,630
"106/108 Munster Terrace, North Melbourne VIC 3051",-37.801280742134615,144.9429550061116,Apartment/Unit/Flat,2,1,1,2433.0,560
"2/42 Shiel Street, North Melbourne VIC 3051",-37.796980573007566,144.94303521072396,Apartment/Unit/Flat,2,1,1,2173.0,500
"107/26 Leonard Crescent, Ascot Vale VIC 3032",-37.7868195844368,144.90576775143688,Apartment/Unit/Flat,2,2,1,2042.0,470
"311C/60C Speakman Street, Kensington VIC 3031",,,Apartment/Unit/Flat,2,1,1,2085.0,480
"26 Scotia Street, Moonee Ponds VIC 3039",-37.7685436,144.9057795,House,2,1,0,2933.0,675
"87 Union Road, Ascot Vale VIC 3032",-37.776971,144.91512,House,5,2,2,3476.0,800
"305/25 Oxford Street, North Melbourne VIC 3051",-37.80078204052838,144.95466210762717,Apartment/Unit/Flat,2,2,1,3042.0,700
"6/520-528 Victoria Street, North Melbourne VIC 3051",-37.804700600000004,144.9487245262867,Apartment/Unit/Flat,2,1,0,,635
"12/42 Brougham Street, North Melbourne VIC 3051",-37.7935850096761,144.9435342570885,Apartment/Unit/Flat,2,1,1,2303.0,530
"2 Morphett Avenue, Ascot Vale VIC 3032",-37.7800178,144.9062875,House,2,1,2,2564.0,590
"909/1 Ascot Vale Road, Flemington VIC 3031",-37.78668446039861,144.9215297426724,Apartment/Unit/Flat,1,1,1,2390.0,550
"REAR/512 Macaulay Road, Kensington VIC 3031",-37.7940658,144.929137075331,Apartment/Unit/Flat,1,1,0,,390
"76 The Parade, Ascot Vale VIC 3032",-37.77243335,144.91472177387067,House,2,1,1,2933.0,675
"180 Maribyrnong Road, Moonee Ponds VIC 3039",-37.7710781,144.911886,House,3,1,1,2868.0,660
"120 Chetwynd Street, North Melbourne VIC 3051",-37.804893449999994,144.95265060199114,House,4,1,0,3746.0,800
"9/133 Park Street, Moonee Ponds VIC 3039",-37.7613742641197,144.91381319693838,Apartment/Unit/Flat,1,1,1,1630.0,375
"509/15 Everage Street, Moonee Ponds VIC 3039",-37.765580943587445,144.92213227353255,Apartment/Unit/Flat,2,2,1,3042.0,700
"1/58 Rankins Road, Kensington VIC 3031",-37.7921858507841,144.93137995377742,Townhouse,3,1,0,2694.0,620
"5/31 Norwood Street, Flemington VIC 3031",-37.78704435601436,144.9304358494206,Apartment/Unit/Flat,2,1,1,1955.0,450
"905/333 Ascot Vale Rd, Moonee Ponds VIC 3039",-37.7683812,144.9244462,Apartment/Unit/Flat,2,2,1,2955.0,680
"116/33 Blackwood Street, North Melbourne VIC 3051",-37.801358971578814,144.95510015665894,Apartment/Unit/Flat,2,1,0,2934.0,675
"1/133 Raleigh Road, Maribyrnong VIC 3032",-37.76902272405928,144.89256920053887,Studio,1,1,0,934.0,215
"1/1 Kallara Grove, Maribyrnong VIC 3032",-37.78586077446678,144.88822051346338,Townhouse,2,1,1,2216.0,510
"14 The Esplanade, Maribyrnong VIC 3032",-37.7671584,144.9002519,House,4,2,3,6518.0,1
"522/66 Mount Alexander Road, Travancore VIC 3032",-37.77928400304032,144.93100478130205,Apartment/Unit/Flat,2,1,1,1434.0,550
"4/30 Bryant Street, Flemington VIC 3031",-37.78454390083103,144.93300760305894,Apartment/Unit/Flat,1,1,1,1651.0,380
"3/19 Wilson Street, Moonee Ponds VIC 3039",-37.76335742978744,144.93234420220585,Apartment/Unit/Flat,2,1,2,2173.0,500
"706/179 Boundary Road, North Melbourne VIC 3051",-37.78886665,144.9395654701392,Apartment/Unit/Flat,2,2,2,2824.0,650
"66 Raleigh Road, Maribyrnong VIC 3032",-37.7689431,144.8934671,House,3,1,2,3042.0,700
"611/179 Boundary Road, North Melbourne VIC 3051",-37.78886665,144.9395654701392,Apartment/Unit/Flat,2,1,1,,670
