Address,Lat,Long,Type,Bed,Bath,Parking,Bond,Price
"Carpark401/80 A'Beckett Street, Melbourne VIC 3000",-37.8089554,144.96113782891808,House,0,0,1,304.0,70.0
"Carpark6110Y/33 Rose Lane, Melbourne VIC 3000",-37.8151054,144.95382108260804,House,0,0,1,261.0,60.0
"Carpark2504/462 Elizabeth Street, Melbourne VIC 3000",-37.80482508406191,144.95901993503796,House,0,0,1,261.0,60.0
"Carpark3004Y/639 Lonsdale St, Melbourne VIC 3000",-37.81533785,144.9537122918212,House,0,0,1,261.0,60.0
"Carpark2710/80 A'Beckett Street, Melbourne VIC 3000",-37.8089554,144.96113782891808,House,0,0,1,261.0,60.0
"1B1B/370 Queen Street, Melbourne VIC 3000",-37.8101413,144.9588426,Apartment/Unit/Flat,1,1,0,2738.0,630.0
"Carpark2810/81 A'Beckett street, Melbourne VIC 3000",-37.80934025,144.96130938294465,House,0,0,1,261.0,60.0
"Carpark3908/135 A'Beckett street, Melbourne VIC 3000",-37.8097487,144.9597073,House,0,0,1,261.0,60.0
"Carpark5503/135 A'Beckett street, Melbourne VIC 3000",-37.8097487,144.9597073,House,0,0,1,261.0,60.0
"1B1B/134-160 Spencer Street, Melbourne VIC 3000",-37.81660257062422,144.95311686693034,Apartment/Unit/Flat,1,1,0,2825.0,650.0
"Carpark 403/135 Abeckett Street, Melbourne VIC 3000",-38.116467163929414,145.14913753991942,Carspace,0,1,1,252.0,250.0
"Carpark2608/135 A'Beckett street, Melbourne VIC 3000",-37.8097487,144.9597073,House,0,0,1,261.0,60.0
"Carpark2402/80 A'Beckett street, Melbourne VIC 3000",-37.8089554,144.96113782891808,House,0,0,1,261.0,60.0
"Car Park 31 A'Beckett Street, Melbourne VIC 3000",,,House,0,0,1,250.0,50.0
"1904/60 A?Beckett Street, Melbourne VIC 3000",-37.8087462,144.96140616485764,Apartment/Unit/Flat,2,1,0,3128.0,700.0
"250 Elizabeth Street, Melbourne VIC 3000",-37.8124101,144.9625534,Apartment/Unit/Flat,1,1,1,750.0,1050.0
Melbourne VIC 3000,-37.8142454,144.9631732,Apartment/Unit/Flat,1,1,0,,
"912/80 Clarendon Street, Southbank VIC 3006",-37.826447572902964,144.95747434775828,Apartment/Unit/Flat,1,1,1,2499.0,575.0
"1/17 Redan Street, St Kilda VIC 3182",-37.859888850000004,144.98976025000002,Apartment/Unit/Flat,2,1,1,2824.0,650.0
"4/11 Irving Avenue, Prahran VIC 3181",-37.85814910903967,145.0071174235431,Apartment/Unit/Flat,3,1,1,3215.0,740.0
"4903E/18 Hoff Boulevard, Southbank VIC 3006",-37.82546565044895,144.96381869939586,Apartment/Unit/Flat,2,2,1,3476.0,800.0
"703/25 Alma Road, St Kilda VIC 3182",-37.861011008267035,144.9883185711361,Apartment/Unit/Flat,2,2,1,3150.0,725.0
"312A/640 Swanston Street, Carlton VIC 3053",-37.80232167626782,144.96374405349093,Apartment/Unit/Flat,2,2,2,3259.0,750.0
"11 Byron Street, North Melbourne VIC 3051",-37.80200695,144.9522589236111,Townhouse,2,1,1,3172.0,730.0
"15/53 Westbank Terrace, Richmond VIC 3121",-37.82156738007959,145.0130381041478,Apartment/Unit/Flat,1,1,1,2586.0,595.0
"2/102 Jolimont Road, East Melbourne VIC 3002",-37.81738897679772,144.97890063770325,Apartment/Unit/Flat,2,2,1,3454.0,795.0
"1109/800 Chapel Street, South Yarra VIC 3141",-37.8361238,144.996621,Apartment/Unit/Flat,2,2,2,7200.0,1200.0
"227/471 Malvern Road, South Yarra VIC 3141",-37.8478134,145.0022057,Apartment/Unit/Flat,1,1,1,2086.0,480.0
"302/25 Wominjeka Walk, West Melbourne VIC 3003",-37.81007665,144.94881945,Apartment/Unit/Flat,3,2,2,5432.0,1.0
"16/1 Wrexham Rd, Windsor VIC 3181",-37.8565875049462,145.00040651300498,Apartment/Unit/Flat,1,1,1,1955.0,450.0
"1013/80 Clarendon Street, Southbank VIC 3006",-37.826447572902964,144.95747434775828,Apartment/Unit/Flat,2,1,1,3259.0,750.0
"G6/545 Rathdowne St, Carlton VIC 3053",-37.7927824,144.97098124002292,Apartment/Unit/Flat,2,1,0,2694.0,620.0
"98 Surrey Road North, South Yarra VIC 3141",-37.8416502,144.9988889,House,3,2,0,11100.0,1850.0
"11/17 Queens Road, Melbourne VIC 3004",-37.83855361053246,144.97399369002787,Apartment/Unit/Flat,1,1,1,2107.0,485.0
"4/10 Waltham Place, Richmond VIC 3121",-37.82039940307926,144.99810559457254,Apartment/Unit/Flat,3,2,2,9777.0,1.0
"1407/154 Cremorne Street, Cremorne VIC 3121",-37.82655894731737,144.9908870532107,Apartment/Unit/Flat,1,1,1,2824.0,650.0
"4707/245 City Road, Southbank VIC 3006",-37.8266017,144.9597515,Apartment/Unit/Flat,2,1,0,2999.0,690.0
"32C Cromwell Road, South Yarra VIC 3141",-37.84665130935753,144.999578845921,Townhouse,2,2,1,7200.0,1200.0
"41 Octavia Street, St Kilda VIC 3182",-37.8581785,144.986294,House,3,1,0,9600.0,1600.0
"7/33 James Street, Windsor VIC 3181",-37.85493384932345,144.99437533773371,Apartment/Unit/Flat,2,2,1,3259.0,750.0
"1/23 Herbert Street, St Kilda VIC 3182",-37.87129732327648,144.98281134799953,Apartment/Unit/Flat,2,2,1,5700.0,950.0
"307/99 Palmerston Crescent, South Melbourne VIC 3205",-37.835566237539986,144.96841237101242,Apartment/Unit/Flat,1,1,1,2172.0,500.0
"4/37 Rockley Road, South Yarra VIC 3141",-37.8351642,145.0003597,Apartment/Unit/Flat,2,1,1,2933.0,675.0
"47/161 Sturt Street, Southbank VIC 3006",-37.8257871,144.9665874,Apartment/Unit/Flat,2,1,1,2838.0,655.0
"1803/18 Yarra Street, South Yarra VIC 3141",-37.8359474,144.9931004,Apartment/Unit/Flat,2,1,0,2499.0,575.0
"11/1 The Esplanade, St Kilda VIC 3182",-37.866916196608535,144.97704947433795,Apartment/Unit/Flat,2,2,2,3585.0,825.0
"9 Lexton Grove, Prahran VIC 3181",-37.8587984,145.0078676,House,2,1,1,3259.0,750.0
"43 Rotherwood Street, Richmond VIC 3121",-37.8200107,144.9918974,House,2,1,0,2390.0,550.0
"5/199 Lennox Street, Richmond VIC 3121",-37.81335515722243,144.9954414227533,Apartment/Unit/Flat,2,1,0,2520.0,580.0
"309/153 Sturt Street, Southbank VIC 3006",-37.827878,144.96652380840032,Apartment/Unit/Flat,2,2,0,,985.0
"115 Williams Road, Prahran VIC 3181",-37.8509509,145.0025503,House,2,1,1,3911.0,900.0
"403/253 Bridge Rd, Richmond VIC 3121",-37.8181854,144.9978333,Apartment/Unit/Flat,2,1,1,3042.0,700.0
"510/30 Burnley St, Richmond VIC 3121",-37.81278139555488,145.00962999504335,Apartment/Unit/Flat,1,1,1,2173.0,500.0
"104/631 Victoria St, Richmond VIC 3121",-37.811716622054334,145.0119257198122,Apartment/Unit/Flat,3,2,2,3802.0,875.0
"502/7 Claremont Street, South Yarra VIC 3141",-37.8377585,144.9938493,Apartment/Unit/Flat,2,2,1,3694.0,850.0
"2/38 York Street, St Kilda West VIC 3182",-37.8563233,144.9712576,Apartment/Unit/Flat,1,1,1,2390.0,550.0
"1007/70 Queens Road, Melbourne VIC 3004",-37.840716770062805,144.97477809467895,Apartment/Unit/Flat,2,2,1,5250.0,1
"8/1 Robe St, St Kilda VIC 3182",-37.86408310351165,144.97910971587524,Apartment/Unit/Flat,1,1,0,2390.0,550
"208A/14-16 The Esplanade, St Kilda VIC 3182",-37.866916196608535,144.97704947433795,Apartment/Unit/Flat,1,1,1,3824.0,880
"24/352 Canterbury Road, St Kilda VIC 3182",-37.859321390386974,144.97680634517548,House,2,1,1,3150.0,725
"2208/7 Riverside Quay, Southbank VIC 3006",-37.821240625257566,144.96459670797202,Apartment/Unit/Flat,2,2,1,6735.0,1550
"36 Stillman Street, Richmond VIC 3121",-37.8219582,145.0101187,House,2,1,0,3259.0,750
"204/123 Bridge Road, Richmond VIC 3121",-37.819801698646074,145.01167328878674,Apartment/Unit/Flat,2,2,1,5400.0,900
"13/60-64 Glass Street, Richmond VIC 3121",-37.82460135632307,145.00501463307558,Townhouse,2,2,1,3606.0,830
"5/279 Nicholson Street, Carlton VIC 3053",-37.801385287305585,144.97420100346974,Apartment/Unit/Flat,2,1,1,2607.0,600
"G01/183 Bridge Road, Richmond VIC 3121",-37.819801698646074,145.01167328878674,Apartment/Unit/Flat,2,2,1,3042.0,700
"322/528 Swanston Street, Carlton VIC 3053",-37.8024444,144.9637231,Apartment/Unit/Flat,1,1,0,1782.0,410
"1/25 Miles Street, Southbank VIC 3006",-37.8283237,144.9659183,Apartment/Unit/Flat,2,1,1,4128.0,950
"8/137 Coppin St, Richmond VIC 3121",-37.82857449171639,145.00203913243985,Apartment/Unit/Flat,1,1,1,1999.0,460
"67 Courtney Street, North Melbourne VIC 3051",-37.80079975,144.9521425107153,House,2,1,0,2998.0,690
"18/200 Brighton Street, Richmond VIC 3121",-37.8288171,144.9989807,Apartment/Unit/Flat,2,1,1,2824.0,650
"21/21 Park Street, South Melbourne VIC 3205",-37.835284065754685,144.96136467759933,Apartment/Unit/Flat,2,1,1,2824.0,650
"502/37-39 Bosisto Street, Richmond VIC 3121",-37.81695897850965,144.99713701369114,Apartment/Unit/Flat,1,1,1,2216.0,510
"11/49 Davis Avenue, South Yarra VIC 3141",-37.8410189,144.9902698,Apartment/Unit/Flat,2,1,1,2608.0,600
"3/162A High Street, Windsor VIC 3181",-37.8520851,144.9950702,Apartment/Unit/Flat,2,2,0,2736.0,630
"6/233 Dandenong Road, Windsor VIC 3181",-37.858058,144.9954407,Apartment/Unit/Flat,1,1,1,1782.0,410
"508/39 Appleton, Richmond VIC 3121",-37.8156105,145.0112295,Apartment/Unit/Flat,1,1,1,2390.0,550
"7/317 Dandenong Road, Prahran VIC 3181",-37.8593896,145.0053021,Apartment/Unit/Flat,1,1,1,2346.0,540
"401/13 Wellington Street, St Kilda VIC 3182",-37.8567024,144.9855853,Apartment/Unit/Flat,2,2,1,3150.0,725
"20 Reeves Crescent, Richmond VIC 3121",-37.8210921,145.0040786,Townhouse,3,2,2,4215.0,970
"9/99 Alma Road, St Kilda VIC 3182",-37.8609616,144.9879543,Apartment/Unit/Flat,2,1,1,2390.0,550
"4/57 Robe Street, St Kilda VIC 3182",-37.8642742,144.9787853,Apartment/Unit/Flat,2,1,0,3259.0,750
"4/16-17 Marine Parade, St Kilda VIC 3182",-37.8705532,144.9765023,Apartment/Unit/Flat,2,1,0,2173.0,500
"103/57 Toorak Road, South Yarra VIC 3141",-37.8401608,145.0012006,Apartment/Unit/Flat,2,1,1,3259.0,750
"136/632 St Kilda Road, Melbourne VIC 3004",-37.8542175,144.9816561,Apartment/Unit/Flat,3,1,2,3476.0,800
"1102/582 St Kilda Road, Melbourne VIC 3004",-37.8491991,144.9798257,Apartment/Unit/Flat,2,2,1,3693.0,850
"4/21 Lewisham Road, Windsor VIC 3181",-37.8557315,144.9991749,Apartment/Unit/Flat,2,1,1,2346.0,540
"28/1A St Kilda Road, St Kilda VIC 3182",-37.8665392,144.9865052,Apartment/Unit/Flat,2,1,1,2738.0,630
"G05/279 Wellington Parade, East Melbourne VIC 3002",-37.81614152239994,144.98378699220513,Apartment/Unit/Flat,1,1,1,1956.0,450
"1/96 Victoria Street, Richmond VIC 3121",-37.811716622054334,145.0119257198122,Apartment/Unit/Flat,3,2,0,2173.0,500
"1401/105 Clarendon Street, Southbank VIC 3006",-37.827215100000004,144.95823152779354,Apartment/Unit/Flat,1,1,1,3172.0,730
"2 West Beach Road, St Kilda West VIC 3182",-37.85949505,144.97612859999998,House,3,2,2,11700.0,1
"6/15 Copelen Street, South Yarra VIC 3141",-37.8354494,144.9982736,Apartment/Unit/Flat,2,2,1,5610.0,935
"24/180 Barkly Street, St Kilda VIC 3182",-37.872537648956616,144.98019620824874,Apartment/Unit/Flat,1,1,1,2303.0,530
"2/49 Marine Parade, St Kilda VIC 3182",-37.8721098,144.9763677,Apartment/Unit/Flat,2,1,1,3129.0,720
"1710/450 St Kilda Road, Melbourne VIC 3004",-37.8386763,144.9759946,Apartment/Unit/Flat,2,2,1,3368.0,775
"9/4 Davidson Street, South Yarra VIC 3141",-37.8324956,144.9878118,Apartment/Unit/Flat,2,1,2,2607.0,650
"24/174 Peel Street, Windsor VIC 3181",-37.85555208328042,144.98956261166055,Apartment/Unit/Flat,1,1,1,2499.0,575
"11/174 George Street, East Melbourne VIC 3002",-37.8150922,144.9840799,Apartment/Unit/Flat,2,1,1,2238.0,515
"2211/239 Normanby Street, South Melbourne VIC 3205",-37.83555638972169,144.94974542986003,Apartment/Unit/Flat,1,1,0,2477.0,570
"1409W/93-119 Kavanagh Street, Southbank VIC 3006",-37.8259481,144.9621593,Apartment/Unit/Flat,2,2,0,3215.0,740
"103/405 St Kilda Road, Melbourne VIC 3004",-37.8360146,144.9760372,Apartment/Unit/Flat,1,1,0,2129.0,490
"17 Arnold Street, South Yarra VIC 3141",-37.8359611,144.9762585,Apartment/Unit/Flat,1,1,0,2129.0,490
"27 Griffiths Street, Richmond VIC 3121",-37.8182718,145.0029377,Apartment/Unit/Flat,1,1,1,,435
"5/2 Davidson Street, South Yarra VIC 3141",-37.8324956,144.9878118,Apartment/Unit/Flat,2,1,1,2825.0,650
"6/27 Griffiths Street, Richmond VIC 3121",-37.81757995888906,145.00285691418875,Apartment/Unit/Flat,2,1,1,,495
"4/32 Darling Street, South Yarra VIC 3141",-37.8353323,144.9920451,Apartment/Unit/Flat,1,1,0,2347.0,540
"70 Henry Street, Windsor VIC 3181",-37.8547393,144.9873266,House,2,2,0,5000.0,1
"1204/470 St Kilda Road, Melbourne VIC 3004",-37.8413029,144.97651994999998,Apartment/Unit/Flat,2,1,1,2563.0,590
"70 Oban Street, South Yarra VIC 3141",-37.8424337,145.0032026,House,3,1,1,4500.0,900
"1/78-80 Commercial Road, Prahran VIC 3181",-37.8456971,144.9850949,House,2,2,2,3998.0,920
"10/300 High Street, Windsor VIC 3181",-37.8520851,144.9950702,Apartment/Unit/Flat,2,1,1,2933.0,675
"34/8 Garfield St, Richmond VIC 3121",-37.81188549315218,144.99387753744892,Apartment/Unit/Flat,2,1,1,2607.0,600
"105/2 Princes Street, St Kilda VIC 3182",-37.8590934,144.9814536,Apartment/Unit/Flat,2,2,1,3042.0,700
"1304e/888 Collins Street, Docklands VIC 3008",-37.82111846645336,144.943515124255,Apartment/Unit/Flat,2,2,1,3476.0,800
"701/42 Wilson Street, South Yarra VIC 3141",-37.8437591,144.9954234,Apartment/Unit/Flat,2,1,1,3215.0,740
"1/6 Percy Place, Prahran VIC 3181",-37.8510286,144.9907739,Apartment/Unit/Flat,1,1,1,2585.0,595
"28/211 Wellington Parade S, East Melbourne VIC 3002",-37.8166545,144.980857,House,2,1,1,3693.0,850
"201/360 St Kilda Road, Melbourne VIC 3004",-37.83160825,144.97077916799242,Apartment/Unit/Flat,1,1,1,3020.0,695
"146 Neville Street, Middle Park VIC 3206",-37.85252,144.9654194,House,2,1,0,3867.0,890
"303/250 St Kilda Road, Melbourne VIC 3004",-37.825607,144.9704493481716,Apartment/Unit/Flat,2,2,2,7800.0,1300
"221/87 High St, Prahran VIC 3181",-37.8536846,145.0068927,Apartment/Unit/Flat,1,1,1,1955.0,450
"15 Clyde Street, St Kilda VIC 3182",-37.8656645,144.9785956,House,4,2,2,14700.0,2
"3/7 Wellington Street, Richmond VIC 3121",-42.7339117,147.4451859,Townhouse,2,2,1,3324.0,765
"101/363 Beaconsfield Parade, St Kilda VIC 3182",-37.861008049999995,144.97315895611428,Apartment/Unit/Flat,1,1,1,1868.0,430
"14 Airlie Street, Prahran VIC 3181",,,House,4,4,2,16200.0,2700
"1704/12 Queens Road, Melbourne VIC 3004",-37.8410334,144.9748929,Apartment/Unit/Flat,2,2,1,3564.0,820
"1604/65 Dudley Street, West Melbourne VIC 3003",-37.8104385,144.9493567,Apartment/Unit/Flat,2,2,0,,750
"249a Stawell Street, Richmond VIC 3121",-37.82134066823485,145.0103826519599,House,3,2,0,4302.0,990
"6/45 Gipps Street, East Melbourne VIC 3002",-37.8128858,144.9844047,Apartment/Unit/Flat,1,1,1,3476.0,800
"11/16 Kensington Road, South Yarra VIC 3141",-37.8359339,145.00171,Apartment/Unit/Flat,2,1,1,2433.0,560
"131/333 Beaconsfield Parade, St Kilda West VIC 3182",-37.8576386,144.96932878222466,Apartment/Unit/Flat,2,2,2,9600.0,1600
"6 Hunter Street, Richmond VIC 3121",-37.819732,145.0054215,House,3,2,1,6600.0,1
"105/244 Dorcas Street, South Melbourne VIC 3205",-37.833316,144.9591795,Apartment/Unit/Flat,1,1,1,2281.0,525
"15 Mills Street, Albert Park VIC 3206",-37.84510245,144.95977706461798,House,4,2,0,12000.0,2
"204/109 York Street, South Melbourne VIC 3205",-37.830426018999205,144.96080370041474,Apartment/Unit/Flat,2,1,1,3042.0,700
"32/155 Powlett Street, East Melbourne VIC 3002",-37.810669019506406,144.9862524819814,Apartment/Unit/Flat,2,1,0,3259.0,750
"6/25 Octavia St, St Kilda VIC 3182",-37.8580138,144.9859415,Apartment/Unit/Flat,1,1,1,2260.0,520
"2602/109 Clarendon Street, Southbank VIC 3006",-37.82775025,144.95847632452274,Apartment/Unit/Flat,2,1,0,2737.0,630
"108/60 Wellington Street, St Kilda VIC 3182",-37.8567024,144.9855853,Apartment/Unit/Flat,1,1,1,2129.0,490
"4/107 Park Street, South Yarra VIC 3141",-37.8356839,144.9822113,Apartment/Unit/Flat,2,1,1,6600.0,1
"8/2-3 Maddock Street, Windsor VIC 3181",-37.8559299,144.9922689,Apartment/Unit/Flat,1,1,1,2303.0,530
"28/11 River St, Richmond VIC 3121",-37.8153943,145.0134574,Apartment/Unit/Flat,2,1,1,3041.0,700
"218/71 Abinger St, Richmond VIC 3121",-37.82037210774817,145.0019324697335,Apartment/Unit/Flat,2,2,1,3042.0,700
"901/74 Eastern Road, South Melbourne VIC 3205",-37.8366192,144.9670105,Apartment/Unit/Flat,3,3,2,7500.0,1
"39 Jackson Street, St Kilda VIC 3182",-37.8613396,144.9767068,House,5,3,4,9472.0,2180
"19 Acland Street Street, St Kilda VIC 3182",-37.8633346,144.9745758,House,3,2,1,6952.0,1
"1/147-149 Domain Road, South Yarra VIC 3141",-37.8350631,144.989785,Apartment/Unit/Flat,2,1,1,3454.0,850
"16 Curran Street, North Melbourne VIC 3051",-37.7921281,144.9441245419788,House,4,2,0,7483.0,1
"5/29 Lewisham Road, Windsor VIC 3181",-37.8557315,144.9991749,Townhouse,3,2,3,7800.0,1
"1202/131 Pelham Street, Carlton VIC 3053",-37.80295445501896,144.9672179421358,Apartment/Unit/Flat,1,1,1,1999.0,460
"110/466 Swanston Street, Carlton VIC 3053",-37.8060193,144.9633247,Apartment/Unit/Flat,0,1,0,1564.0,360
"115/2 Woodgate Street, South Melbourne VIC 3205",-37.830343143460105,144.9477913267501,Apartment/Unit/Flat,2,2,0,3693.0,850
"3/36 Burnley Street, Richmond VIC 3121",-37.81278139555488,145.00962999504335,Townhouse,3,2,1,4324.0,995
"2406/1 Point Park Crescent, Docklands VIC 3008",-37.823316998983394,144.94149365406156,Apartment/Unit/Flat,2,1,1,3259.0,750
"808/12 Queens Road, Melbourne VIC 3004",-37.83855361053246,144.97399369002787,Apartment/Unit/Flat,1,1,1,2390.0,550
"109/152 Peel Street, Windsor VIC 3181",-37.8558034,144.9902628,Apartment/Unit/Flat,1,1,1,2238.0,515
"1402/43 Hancock Street, Southbank VIC 3006",-37.82763594220885,144.95954200159363,Apartment/Unit/Flat,2,1,0,2825.0,650
"1505/7-8 Bowen Crescent, Melbourne VIC 3004",-37.83536457012836,144.97309852349372,Apartment/Unit/Flat,3,2,1,9000.0,1500
"1504/250 City Road, Southbank VIC 3006",-37.8258411,144.9597473,Apartment/Unit/Flat,2,1,0,2285.0,650
"909/18 Claremont Street, South Yarra VIC 3141",-37.83714347351109,144.99396904204863,Apartment/Unit/Flat,3,2,1,7200.0,1
"12 Wynnstay Road, Prahran VIC 3181",-37.8527783,145.009218,House,4,2,1,8970.0,1
"512/320 St Kilda Road, Melbourne VIC 3004",-37.829439,144.970885,Apartment/Unit/Flat,1,1,1,2259.0,520
"1814/673 La Trobe Street, Docklands VIC 3008",-37.8147536,144.9477127,Apartment/Unit/Flat,2,2,0,2738.0,630
"11/11 Marine Parade, St Kilda VIC 3182",-37.87243353635246,144.97641164225033,Apartment/Unit/Flat,1,1,0,1738.0,400
"58 Porter Street, Prahran VIC 3181",-37.8470356,144.9906218,Apartment/Unit/Flat,3,2,2,7200.0,1
"6/176 Walsh Street, South Yarra VIC 3141",-37.83579678625906,144.98520915770843,Apartment/Unit/Flat,2,1,1,,575
"212/38 Cunningham Street, South Yarra VIC 3141",-37.84070583179717,144.9967082382623,Apartment/Unit/Flat,1,1,1,2824.0,650
"805/582 St Kilda Road, Melbourne VIC 3004",-37.8491991,144.9798257,Apartment/Unit/Flat,2,2,1,3042.0,700
"305A/14-16 The Esplanade, St Kilda VIC 3182",-37.866916196608535,144.97704947433795,Apartment/Unit/Flat,2,2,2,9000.0,1
"58 Porter Street, Prahran VIC 3181",-37.8470356,144.9906218,Apartment/Unit/Flat,2,2,1,3693.0,850
"58 Porter Street, Prahran VIC 3181",-37.8470356,144.9906218,Apartment/Unit/Flat,2,1,1,3259.0,750
"58 Porter Street, Prahran VIC 3181",-37.8470356,144.9906218,Apartment/Unit/Flat,1,1,1,2781.0,580
"520/14 David Street, Richmond VIC 3121",-37.81469000661599,145.01183897942755,Apartment/Unit/Flat,1,1,1,2607.0,600
"805/250 City Road, Southbank VIC 3006",-37.8258411,144.9597473,Apartment/Unit/Flat,1,1,1,2738.0,630
"1/352 Burnley St, Richmond VIC 3121",-37.81278139555488,145.00962999504335,Apartment/Unit/Flat,3,3,2,6900.0,1
"602/136 Burnley Street, Richmond VIC 3121",-37.8174292,145.0084053,Apartment/Unit/Flat,2,1,1,2824.0,650
"1017/7 Claremont Street, South Yarra VIC 3141",-37.83714347351109,144.99396904204863,Apartment/Unit/Flat,2,2,1,3694.0,850
"41 Albion Street, South Yarra VIC 3141",-37.8431294,144.9876898,House,3,1,0,5700.0,950
"312/3-11 High Street, North Melbourne VIC 3051",-37.79960405,144.95385223603466,Apartment/Unit/Flat,1,1,0,1521.0,350
"1710/35 Albert Road, Melbourne VIC 3004",-37.83621856459911,144.97026736168013,Apartment/Unit/Flat,2,2,1,3259.0,750
"6/8 Charlotte Place, St Kilda VIC 3182",-37.858366872412304,144.99135247031683,Apartment/Unit/Flat,1,1,0,1716.0,395
"1/227 Chapel Street, Prahran VIC 3181",-37.8489017769574,144.99381244848894,Apartment/Unit/Flat,2,1,0,2303.0,530
"3/19 Dalgety Street, St Kilda VIC 3182",-37.860447867772656,144.97927245629276,Apartment/Unit/Flat,1,1,1,1955.0,450
"88 Elgin Street, Carlton VIC 3053",-37.7974196,144.97178252677543,House,2,1,1,5238.0,980
"204/111 Inkerman Street, St Kilda VIC 3182",-37.8650772,144.9868488,Apartment/Unit/Flat,1,1,1,2499.0,575
"21/55 Union Street, Windsor VIC 3181",-37.85380229770983,144.98607894382744,Apartment/Unit/Flat,2,1,1,2607.0,600
"107/462 Victoria Parade, East Melbourne VIC 3002",-37.80997095,144.98700639312923,Apartment/Unit/Flat,2,1,1,2824.0,650
"5/10 Sydney Street, Prahran VIC 3181",-37.85171302796528,145.01066260211329,Apartment/Unit/Flat,2,1,1,2389.0,550
"1/44 Gatehouse Street, Parkville VIC 3052",-37.794357064857174,144.9540298670249,Apartment/Unit/Flat,1,1,1,3194.0,735
"105/33-39 Racecourse Road, North Melbourne VIC 3051",-37.7896734,144.94072952045659,Apartment/Unit/Flat,2,1,1,2607.0,600
"107/1 Queensberry Street, Carlton VIC 3053",-37.804604044318666,144.9632664842501,Apartment/Unit/Flat,2,2,1,3889.0,895
"6/50 Wellington Street, St Kilda VIC 3182",-37.85667652920429,144.98538977860937,Apartment/Unit/Flat,1,1,1,1673.0,485
"15 Miller Street, Richmond VIC 3121",-37.8212413,144.9910042,House,4,2,0,5214.0,1
"614/470 St Kilda Road, Melbourne VIC 3004",-37.8413029,144.97651994999998,Apartment/Unit/Flat,1,1,0,2499.0,575
"504V/162 Albert Street, East Melbourne VIC 3002",-37.7697646,144.9693843,Apartment/Unit/Flat,2,1,1,2716.0,625
"11 Nimmo Street, Middle Park VIC 3206",-37.8492005,144.9633692661974,House,2,1,0,3910.0,900
"9/4 Normanby Street, Windsor VIC 3181",-37.85366081856131,145.00115243605927,Apartment/Unit/Flat,1,1,1,1999.0,460
"111/13 Wellington Street, St Kilda VIC 3182",-37.85667652920429,144.98538977860937,Apartment/Unit/Flat,2,1,1,2607.0,600
"1/37 Crimea Street, St Kilda VIC 3182",-37.85901712240836,144.98817216113468,Apartment/Unit/Flat,1,1,1,1868.0,430
"61/313 Beaconsfield Parade, St Kilda West VIC 3182",-37.856409400000004,144.96695365256176,Apartment/Unit/Flat,1,1,1,2151.0,495
"255 Bridport Street West, Albert Park VIC 3206",-37.8429878,144.9486125881159,House,2,1,0,3150.0,725
"5/28 Jackson Street, St Kilda VIC 3182",-37.86076439304148,144.97725398564606,Apartment/Unit/Flat,1,1,1,1955.0,450
"410/23 Batman Street, West Melbourne VIC 3003",-37.8107266547977,144.95178218737408,Apartment/Unit/Flat,1,1,0,2260.0,520
"23 James St, Richmond VIC 3121",-37.8274658,145.0004729,House,2,1,1,3368.0,775
"80/88 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,1,1,1,2694.0,620
"806/35 Wilson Street, South Yarra VIC 3141",-37.84390115160752,144.9965846498033,Apartment/Unit/Flat,2,1,1,3107.0,715
"5/K1-K5 Raleigh Street, Prahran VIC 3181",,,Apartment/Unit/Flat,2,1,1,2520.0,580
"102/167 Gladstone Street, South Melbourne VIC 3205",-37.830186174169775,144.94955958863284,Apartment/Unit/Flat,2,2,1,3172.0,730
"27/116 Inkerman Street, St Kilda VIC 3182",-37.86499203380498,144.9885556842157,Studio,1,1,1,1956.0,450
"1/120 Sturt Street, Southbank VIC 3006",-37.82836229611366,144.9658873197658,Apartment/Unit/Flat,1,1,1,2390.0,550
"28c Aberdeen Road, Prahran VIC 3181",-37.8526991,145.0039429,Townhouse,2,2,2,5700.0,950
"3613/70 Southbank Boulevard, Southbank VIC 3006",-37.82291426387157,144.96466485950506,Apartment/Unit/Flat,2,2,0,3129.0,720
"22/22 Agnes Street, East Melbourne VIC 3002",-37.81749170253354,144.97999541525607,Apartment/Unit/Flat,2,1,1,2824.0,650
"2/28 Wynnstay Road, Prahran VIC 3181",-37.85270683274175,145.0099830526057,Apartment/Unit/Flat,1,1,1,2281.0,525
"210/528 Swanston Street, Carlton VIC 3053",-37.80232167626782,144.96374405349093,Apartment/Unit/Flat,1,1,0,1825.0,420
"816/528 Swanston Street, Carlton VIC 3053",-37.80232167626782,144.96374405349093,Apartment/Unit/Flat,1,1,0,1782.0,410
"4/7-9 Park Street, St Kilda West VIC 3182",-37.8608877,144.973760427439,Apartment/Unit/Flat,2,1,0,3368.0,775
"68 Grey Street, East Melbourne VIC 3002",-37.8119819,144.98880001787512,House,4,2,0,6952.0,1600
"4605/45 Clarke Street, Southbank VIC 3006",-37.826896649999995,144.9595244817237,Apartment/Unit/Flat,2,2,0,3042.0,700
"1106s/883 Collins Street, Docklands VIC 3008",-37.821694,144.943148,Apartment/Unit/Flat,1,1,0,2477.0,570
"308A/14-16 The Esplanade, St Kilda VIC 3182",-37.866916196608535,144.97704947433795,Apartment/Unit/Flat,1,1,2,3693.0,850
